"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_607","FOTU_607","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","unidentified","unidentified","Tricladiaceae","FOTU_607_Tricladiaceae"
"FOTU_608","FOTU_608","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_608_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_609","FOTU_609","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_609_unidentified"
"FOTU_610","FOTU_610","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","unidentified","Leucosporidium","FOTU_610_Leucosporidium"
"FOTU_611","FOTU_611","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_611_Pleosporales"
"FOTU_612","FOTU_612","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","cyathiformis","Calvatia_cyathiformis","FOTU_612_Calvatia_cyathiformis"
"FOTU_613","FOTU_613","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_613_Ascomycota"
"FOTU_614","FOTU_614","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","unidentified","unidentified","Hypocreaceae","FOTU_614_Hypocreaceae"
"FOTU_615","FOTU_615","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","oeirense","Filobasidium_oeirense","FOTU_615_Filobasidium_oeirense"
"FOTU_616","FOTU_616","Mocki","Mockmycota","Mockomycetes","Mockoales","Mockoaecea","Mock","mock1","unidentified","FOTU_616_Mock_mock1"
"FOTU_617","FOTU_617","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_617_Ascomycota"
"FOTU_618","FOTU_618","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_618_unidentified"
"FOTU_619","FOTU_619","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","polyspora","Minimedusa_polyspora","FOTU_619_Minimedusa_polyspora"
"FOTU_620","FOTU_620","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiosphaerella","unidentified","Ophiosphaerella","FOTU_620_Ophiosphaerella"
"FOTU_621","FOTU_621","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercomonadida","Cercomonadida_fam_Incertae_sedis","Cercomonadida_gen_Incertae_sedis","unidentified","Cercomonadida_gen_Incertae_sedis","FOTU_621_Cercomonadida_gen_Incertae_sedis"
"FOTU_622","FOTU_622","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Acidomelania","unidentified","Acidomelania","FOTU_622_Acidomelania"
"FOTU_623","FOTU_623","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma","lateritium","Hypholoma_lateritium","FOTU_623_Hypholoma_lateritium"
"FOTU_624","FOTU_624","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_624_unidentified"
"FOTU_625","FOTU_625","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","unidentified","unidentified","unidentified","Spiculogloeales","FOTU_625_Spiculogloeales"
"FOTU_626","FOTU_626","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_626_Spizellomycetales_gen_Incertae_sedis"
"FOTU_627","FOTU_627","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_627_Cercozoa_gen_Incertae_sedis"
"FOTU_628","FOTU_628","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Mirandina","unidentified","Mirandina","FOTU_628_Mirandina"
"FOTU_629","FOTU_629","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","unidentified","Cyphellophora","FOTU_629_Cyphellophora"
"FOTU_630","FOTU_630","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_630_Sordariomycetes"
"FOTU_631","FOTU_631","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_631_Pleosporales"
"FOTU_632","FOTU_632","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","unidentified","Diaporthe","FOTU_632_Diaporthe"
"FOTU_633","FOTU_633","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","Junewangiaceae_gen_Incertae_sedis","unidentified","Junewangiaceae_gen_Incertae_sedis","FOTU_633_Junewangiaceae_gen_Incertae_sedis"
"FOTU_634","FOTU_634","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_634_unidentified"
"FOTU_635","FOTU_635","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Helicodendron","unidentified","Helicodendron","FOTU_635_Helicodendron"
"FOTU_636","FOTU_636","Fungi","Kickxellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Kickxellomycota","FOTU_636_Kickxellomycota"
"FOTU_637","FOTU_637","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","clavatus","Aspergillus_clavatus","FOTU_637_Aspergillus_clavatus"
"FOTU_638","FOTU_638","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_638_unidentified"
"FOTU_639","FOTU_639","Fungi","Basidiomycota","Microbotryomycetes","unidentified","unidentified","unidentified","unidentified","Microbotryomycetes","FOTU_639_Microbotryomycetes"
"FOTU_640","FOTU_640","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","unidentified","unidentified","Thaumatomonadida_fam_Incertae_sedis","FOTU_640_Thaumatomonadida_fam_Incertae_sedis"
"FOTU_641","FOTU_641","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_641_Spizellomycetales_gen_Incertae_sedis"
"FOTU_642","FOTU_642","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","radians","Coprinellus_radians","FOTU_642_Coprinellus_radians"
"FOTU_643","FOTU_643","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_643_Fungi"
"FOTU_644","FOTU_644","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_644_Fungi"
"FOTU_645","FOTU_645","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","unidentified","Rhizophlyctis","FOTU_645_Rhizophlyctis"
"FOTU_646","FOTU_646","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_646_Fungi"
"FOTU_647","FOTU_647","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","unidentified","Leptosphaeria","FOTU_647_Leptosphaeria"
"FOTU_648","FOTU_648","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_648_Hypocreales"
"FOTU_649","FOTU_649","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_649_unidentified"
"FOTU_650","FOTU_650","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_650_Cercozoa_gen_Incertae_sedis"
"FOTU_651","FOTU_651","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unidentified","Scutellinia","FOTU_651_Scutellinia"
"FOTU_652","FOTU_652","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Protrudomycetaceae","Protrudomycetaceae_gen_Incertae_sedis","unidentified","Protrudomycetaceae_gen_Incertae_sedis","FOTU_652_Protrudomycetaceae_gen_Incertae_sedis"
"FOTU_653","FOTU_653","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_653_Sordariomycetes"
"FOTU_654","FOTU_654","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_654_Acanthophyllum_spinosum"
"FOTU_655","FOTU_655","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_655_unidentified"
"FOTU_656","FOTU_656","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_656_Ascomycota"
"FOTU_657","FOTU_657","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_657_Basidiomycota"
"FOTU_658","FOTU_658","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_658_Ascomycota"
"FOTU_659","FOTU_659","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","unidentified","Myrothecium","FOTU_659_Myrothecium"
"FOTU_660","FOTU_660","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","effusa","Apiosordaria_effusa","FOTU_660_Apiosordaria_effusa"
"FOTU_661","FOTU_661","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","Scytalidium","FOTU_661_Scytalidium"
"FOTU_662","FOTU_662","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","Marquandomyces_marquandii","FOTU_662_Marquandomyces_marquandii"
"FOTU_663","FOTU_663","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","unidentified","Cladosporium","FOTU_663_Cladosporium"
"FOTU_664","FOTU_664","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_664_Spizellomycetales_gen_Incertae_sedis"
"FOTU_665","FOTU_665","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_665_Fungi"
"FOTU_666","FOTU_666","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unidentified","Preussia","FOTU_666_Preussia"
"FOTU_667","FOTU_667","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_667_unidentified"
"FOTU_668","FOTU_668","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_668_unidentified"
"FOTU_669","FOTU_669","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_669_unidentified"
"FOTU_670","FOTU_670","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_670_Basidiomycota"
"FOTU_671","FOTU_671","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_671_Fungi"
"FOTU_672","FOTU_672","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercomonadida","Cercomonadida_fam_Incertae_sedis","Cercomonadida_gen_Incertae_sedis","unidentified","Cercomonadida_gen_Incertae_sedis","FOTU_672_Cercomonadida_gen_Incertae_sedis"
"FOTU_673","FOTU_673","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_673_Hypocreales"
"FOTU_674","FOTU_674","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","unidentified","Penicillium","FOTU_674_Penicillium"
"FOTU_675","FOTU_675","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_675_unidentified"
"FOTU_676","FOTU_676","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","unidentified","Arthrocladium","FOTU_676_Arthrocladium"
"FOTU_677","FOTU_677","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_677_unidentified"
"FOTU_678","FOTU_678","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_678_Cladosporium_subuliforme"
"FOTU_679","FOTU_679","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_679_unidentified"
"FOTU_680","FOTU_680","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_680_unidentified"
"FOTU_681","FOTU_681","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_681_unidentified"
"FOTU_682","FOTU_682","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_682_unidentified"
"FOTU_683","FOTU_683","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","aerugineum","Trichoderma_aerugineum","FOTU_683_Trichoderma_aerugineum"
"FOTU_684","FOTU_684","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Thaumatomonadida_gen_Incertae_sedis","unidentified","Thaumatomonadida_gen_Incertae_sedis","FOTU_684_Thaumatomonadida_gen_Incertae_sedis"
"FOTU_685","FOTU_685","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","eriocamporesii","Clonostachys_eriocamporesii","FOTU_685_Clonostachys_eriocamporesii"
"FOTU_686","FOTU_686","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_686_Fungi"
"FOTU_687","FOTU_687","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unidentified","Scutellinia","FOTU_687_Scutellinia"
"FOTU_688","FOTU_688","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidiaceae_gen_Incertae_sedis","unidentified","Leucosporidiaceae_gen_Incertae_sedis","FOTU_688_Leucosporidiaceae_gen_Incertae_sedis"
"FOTU_689","FOTU_689","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_689_unidentified"
"FOTU_690","FOTU_690","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_690_unidentified"
"FOTU_691","FOTU_691","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","warcupii","Tulasnella_warcupii","FOTU_691_Tulasnella_warcupii"
"FOTU_692","FOTU_692","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_692_unidentified"
"FOTU_693","FOTU_693","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_693_Fungi"
"FOTU_694","FOTU_694","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_694_Cladosporium_subuliforme"
"FOTU_695","FOTU_695","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_695_Acanthophyllum_spinosum"
"FOTU_696","FOTU_696","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_696_Fungi"
"FOTU_697","FOTU_697","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolales_fam_Incertae_sedis","Basidiobolales_gen_Incertae_sedis","unidentified","Basidiobolales_gen_Incertae_sedis","FOTU_697_Basidiobolales_gen_Incertae_sedis"
"FOTU_698","FOTU_698","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_698_unidentified"
"FOTU_699","FOTU_699","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_699_unidentified"
"FOTU_700","FOTU_700","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_700_Fungi"
"FOTU_701","FOTU_701","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellales_fam_Incertae_sedis","Kickxellales_gen_Incertae_sedis","unidentified","Kickxellales_gen_Incertae_sedis","FOTU_701_Kickxellales_gen_Incertae_sedis"
"FOTU_702","FOTU_702","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces","mascarensis","Lyomyces_mascarensis","FOTU_702_Lyomyces_mascarensis"
"FOTU_703","FOTU_703","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_703_unidentified"
"FOTU_704","FOTU_704","Viridiplantae","Anthophyta","Eudicotyledonae","Gentianales","Gentianaceae","Gentiana","unidentified","Gentiana","FOTU_704_Gentiana"
"FOTU_705","FOTU_705","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leptodophora","orchidicola","Leptodophora_orchidicola","FOTU_705_Leptodophora_orchidicola"
"FOTU_706","FOTU_706","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","curvuloides","Schizothecium_curvuloides","FOTU_706_Schizothecium_curvuloides"
"FOTU_707","FOTU_707","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_707_unidentified"
"FOTU_708","FOTU_708","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_708_Fungi"
"FOTU_709","FOTU_709","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_709_Fungi"
"FOTU_710","FOTU_710","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","unidentified","Gibellulopsis","FOTU_710_Gibellulopsis"
"FOTU_711","FOTU_711","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_711_Basidiomycota"
"FOTU_712","FOTU_712","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","tenuipes","Clavaria_tenuipes","FOTU_712_Clavaria_tenuipes"
"FOTU_713","FOTU_713","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","unidentified","unidentified","Mortierellaceae","FOTU_713_Mortierellaceae"
"FOTU_714","FOTU_714","Ichthyosporia","Ichthyosporia_phy_Incertae_sedis","Ichthyosporea","Ichthyosporea_ord_Incertae_sedis","Ichthyosporea_fam_Incertae_sedis","Ichthyosporea_gen_Incertae_sedis","unidentified","Ichthyosporea_gen_Incertae_sedis","FOTU_714_Ichthyosporea_gen_Incertae_sedis"
"FOTU_715","FOTU_715","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_715_Acanthophyllum_spinosum"
"FOTU_716","FOTU_716","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_716_Sordariomycetes"
"FOTU_717","FOTU_717","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cyphellaceae","Limnoperdon","unidentified","Limnoperdon","FOTU_717_Limnoperdon"
"FOTU_718","FOTU_718","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","pseudozygospora","Mortierella_pseudozygospora","FOTU_718_Mortierella_pseudozygospora"
"FOTU_719","FOTU_719","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Rhizophydiales_gen_Incertae_sedis","unidentified","Rhizophydiales_gen_Incertae_sedis","FOTU_719_Rhizophydiales_gen_Incertae_sedis"
"FOTU_720","FOTU_720","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_720_Fungi"
"FOTU_721","FOTU_721","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_721_unidentified"
"FOTU_722","FOTU_722","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_722_Pleosporales"
"FOTU_723","FOTU_723","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_723_Fungi"
"FOTU_724","FOTU_724","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_724_Ascomycota"
"FOTU_725","FOTU_725","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_725_unidentified"
"FOTU_726","FOTU_726","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_726_Fungi"
"FOTU_727","FOTU_727","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","unidentified","Panaeolus","FOTU_727_Panaeolus"
"FOTU_728","FOTU_728","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea","Rhizophlyctis_rosea","FOTU_728_Rhizophlyctis_rosea"
"FOTU_729","FOTU_729","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_729_unidentified"
"FOTU_730","FOTU_730","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolaceae_gen_Incertae_sedis","unidentified","Thelebolaceae_gen_Incertae_sedis","FOTU_730_Thelebolaceae_gen_Incertae_sedis"
"FOTU_731","FOTU_731","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_731_Trichoderma"
"FOTU_732","FOTU_732","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon","mangrovei","Hypoxylon_mangrovei","FOTU_732_Hypoxylon_mangrovei"
"FOTU_733","FOTU_733","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","michotii","Paraphaeosphaeria_michotii","FOTU_733_Paraphaeosphaeria_michotii"
"FOTU_734","FOTU_734","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_734_Viridiplantae"
"FOTU_735","FOTU_735","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_735_unidentified"
"FOTU_736","FOTU_736","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_736_Basidiomycota"
"FOTU_737","FOTU_737","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_737_unidentified"
"FOTU_738","FOTU_738","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","bisporalis","Mortierella_bisporalis","FOTU_738_Mortierella_bisporalis"
"FOTU_739","FOTU_739","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_739_Cladosporium_subuliforme"
"FOTU_740","FOTU_740","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","albida","Naganishia_albida","FOTU_740_Naganishia_albida"
"FOTU_741","FOTU_741","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_741_Schizothecium"
"FOTU_742","FOTU_742","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides","Cladosporium_cladosporioides","FOTU_742_Cladosporium_cladosporioides"
"FOTU_743","FOTU_743","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_743_Basidiomycota"
"FOTU_744","FOTU_744","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_744_Spizellomycetales_gen_Incertae_sedis"
"FOTU_745","FOTU_745","Fungi","Ascomycota","Leotiomycetes","Helotiales","unidentified","unidentified","unidentified","Helotiales","FOTU_745_Helotiales"
"FOTU_746","FOTU_746","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_746_Fungi"
"FOTU_747","FOTU_747","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","persica","Preussia_persica","FOTU_747_Preussia_persica"
"FOTU_748","FOTU_748","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_748_unidentified"
"FOTU_749","FOTU_749","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","circinatum","Scytalidium_circinatum","FOTU_749_Scytalidium_circinatum"
"FOTU_750","FOTU_750","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","terrea","Solicoccozyma_terrea","FOTU_750_Solicoccozyma_terrea"
"FOTU_751","FOTU_751","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_751_Fungi"
"FOTU_752","FOTU_752","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","lamellicola","Simplicillium_lamellicola","FOTU_752_Simplicillium_lamellicola"
"FOTU_753","FOTU_753","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_753_Fungi"
"FOTU_754","FOTU_754","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Neptunomyces","aureus","Neptunomyces_aureus","FOTU_754_Neptunomyces_aureus"
"FOTU_755","FOTU_755","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_755_Cercozoa_gen_Incertae_sedis"
"FOTU_756","FOTU_756","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiales_fam_Incertae_sedis","Blastocladiales_gen_Incertae_sedis","unidentified","Blastocladiales_gen_Incertae_sedis","FOTU_756_Blastocladiales_gen_Incertae_sedis"
"FOTU_757","FOTU_757","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","unidentified","unidentified","unidentified","Thaumatomonadida","FOTU_757_Thaumatomonadida"
"FOTU_758","FOTU_758","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_758_unidentified"
